Ethereum Address,Token Balance
0x9Bce9A07b2AEb6DD8253C3851BF45816729AA0BA,668093424926228000000
0xb34Bb423dBA6b04E145cdc42822c780311bDD39f,663244112098891000000
0x3FF9A0f0DF52eeE7f709cF2c303F847C344394f2,662192890067114000000
0x6d414c8Bac582AA4dD3878BdFf936CE1263Af763,660062586244493000000
0xbcCc9B7292839e77BFEcACd73e6c135529f8e216,649710410556746000000
0xebe189368bD7021DC99aCEa34D6d59E9b4c82e5D,644655619931165000000
0x9b4bd4d278281567b839Eb929c7FE60198Ae64AD,638562352529599000000
0x47c3c93DfC98FEE8730f4041d4f1CE46AFDA5050,637482543299830000000
0x5fF9DaA3e59684E8DC0E75F8AD5C92EB6EECcc9E,604611735361833000000
0x12BDFcCD41A7aeA5fF64afAEB2aB8a4F389a8171,604496391672970000000
0xCc3C1800338d50a5E8a77a2B3Bb8EF9F8E5BB673,600000000000000000000
0xCEa3B63729E421022A200A78a554fF20666f4630,587042277517203000000
0xDECcCC0E856891A237DE95106008B9d2BBeA0936,585062205164118000000
0xE1d4AC09153982daE3334130c68495dc9dD797ab,576204208936991000000
0x8dF1Bd1baE8f85a06559dF70d801412C8c6bF225,573000000000000000000
0x5EaA01808C6DBB9d17d7264c7b252d1E96fcA1b3,568904904990544000000
0xA1BBC2807D5ed5059A0A7c56fB6D94A0BEf25375,558000000000000000000
0x1C0E68b94A8C8BD16812C8e020Ff92d2AE502ED7,548864324328266000000
0xdf2503116A1DC9Af476E1EfD099b432b35331D25,545105243388030000000
0x4ea7401Db1A21F750fE7718E86865d9E322e5c4D,537438195380303000000
0x850406d0b09867A22aeCBAddB7daf20EC20Bc750,536478282351579000000
0xA397EB4360826e175314923B97d67E9075B8d2FC,523070494744291000000
0x44Bb765Ff7f09D3915050EB54c9b48202CB12ACE,513276792338926000000
0x8026fA1B5c003c6C4ababEbEB87B7Cb965A3DAEc,511336823854337000000
0x779AE2CC7625af64E463798a6F206761Dc2D52Bc,511170000000000000000
0xa4B09B39447d51fA0852572649DbfEda9f78fe5A,509290792364526000000
0x1D3f4AAd3BAdaDB3e849c2ddb575C5318986EaA1,508129548812050000000
0x92D974518f27BE597d7b5E801fDb36B61f9A816B,506828189562661000000
0x9Bfe6b00C15826e02A15fF3741846e3Cae0a8D9B,502041358390547000000
0x94FFC73D303D43F76dD73C265900D8d1A75E070E,500000000000000000000
0x6155fDF53D0442F0fAe0C06cd9985C4e08bDd85e,500000000000000000000
0x2951e0578b242152AED339c22A61Ef2c516B3bDa,500000000000000000000
0x12EF9A77B8cd2ed2edAfF48BB5b5b8229031424d,499509132602574000000
0x2487be33FcD4BB6aa684C8374919A3D743724Ef0,498882721733109000000
0x955d404187f621401280B9767e01Da6AD76b07F2,494285281578064000000
0x98ad7B1373cc4f1F6A388421adc77583057e2433,493854901977931000000
0x040288e56B4bF964e45D79Ac1EEb4251e14b0e0a,489534347795168000000
0xA62C29d3C143D0e74FcaC08B700112Df10387F6D,489458382139888000000
0x82173AFEefE3e0B09CF3F00E7B1979a2C8776921,488833100322512000000
0xdF856F9ab8bd7bbc4bDF482F5099eDC03204d341,483160000000000000000
0x521889DA6b7f792761a4379beFbE79ABc4B7Ec5E,471000000000000000000
